size,method,step,task,source_layer,target_layer,target_token_offset,recall_k,correct,total,recall
L,baseline,352000,same_token,5,13,0,1,8989,16384,0.54864501953125
L,baseline,352000,same_token,5,13,0,2,11204,16384,0.683837890625
L,baseline,352000,same_token,5,13,0,4,13568,16384,0.828125
L,baseline,352000,same_token,5,14,0,1,9585,16384,0.58502197265625
L,baseline,352000,same_token,5,14,0,2,11610,16384,0.7086181640625
L,baseline,352000,same_token,5,14,0,4,13648,16384,0.8330078125
L,baseline,352000,same_token,5,15,0,1,9231,16384,0.56341552734375
L,baseline,352000,same_token,5,15,0,2,11382,16384,0.6947021484375
L,baseline,352000,same_token,5,15,0,4,13520,16384,0.8251953125
L,baseline,352000,same_token,5,16,0,1,8632,16384,0.52685546875
L,baseline,352000,same_token,5,16,0,2,10835,16384,0.66131591796875
L,baseline,352000,same_token,5,16,0,4,13318,16384,0.8128662109375
L,baseline,352000,same_token,5,17,0,1,8536,16384,0.52099609375
L,baseline,352000,same_token,5,17,0,2,10715,16384,0.65399169921875
L,baseline,352000,same_token,5,17,0,4,13296,16384,0.8115234375
L,baseline,352000,same_token,5,18,0,1,8223,16384,0.50189208984375
L,baseline,352000,same_token,5,18,0,2,10391,16384,0.63421630859375
L,baseline,352000,same_token,5,18,0,4,13056,16384,0.796875
L,baseline,352000,same_token,5,19,0,1,7835,16384,0.47821044921875
L,baseline,352000,same_token,5,19,0,2,10343,16384,0.63128662109375
L,baseline,352000,same_token,5,19,0,4,12994,16384,0.7930908203125
L,baseline,352000,same_token,5,20,0,1,7899,16384,0.48211669921875
L,baseline,352000,same_token,5,20,0,2,10237,16384,0.62481689453125
L,baseline,352000,same_token,5,20,0,4,12846,16384,0.7840576171875
L,baseline,352000,same_token,5,21,0,1,7148,16384,0.436279296875
L,baseline,352000,same_token,5,21,0,2,9563,16384,0.58367919921875
L,baseline,352000,same_token,5,21,0,4,12520,16384,0.76416015625
L,baseline,352000,same_token,5,22,0,1,6983,16384,0.42620849609375
L,baseline,352000,same_token,5,22,0,2,9349,16384,0.57061767578125
L,baseline,352000,same_token,5,22,0,4,12342,16384,0.7532958984375
L,baseline,352000,same_token,5,23,0,1,7481,16384,0.45660400390625
L,baseline,352000,same_token,5,23,0,2,9957,16384,0.60772705078125
L,baseline,352000,same_token,5,23,0,4,12787,16384,0.78045654296875
L,baseline,352000,same_token,5,24,0,1,6376,16384,0.38916015625
L,baseline,352000,same_token,5,24,0,2,8943,16384,0.54583740234375
L,baseline,352000,same_token,5,24,0,4,12237,16384,0.74688720703125
L,baseline,352000,same_token,5,25,0,1,6394,16384,0.3902587890625
L,baseline,352000,same_token,5,25,0,2,9042,16384,0.5518798828125
L,baseline,352000,same_token,5,25,0,4,12255,16384,0.74798583984375
L,baseline,352000,same_token,5,26,0,1,5551,16384,0.33880615234375
L,baseline,352000,same_token,5,26,0,2,8459,16384,0.51629638671875
L,baseline,352000,same_token,5,26,0,4,12078,16384,0.7371826171875
L,baseline,352000,same_token,5,27,0,1,5682,16384,0.3468017578125
L,baseline,352000,same_token,5,27,0,2,8561,16384,0.52252197265625
L,baseline,352000,same_token,5,27,0,4,12271,16384,0.74896240234375
L,baseline,352000,same_token,6,7,0,1,10286,16384,0.6278076171875
L,baseline,352000,same_token,6,7,0,2,12287,16384,0.74993896484375
L,baseline,352000,same_token,6,7,0,4,14336,16384,0.875
L,baseline,352000,same_token,6,8,0,1,10162,16384,0.6202392578125
L,baseline,352000,same_token,6,8,0,2,12081,16384,0.73736572265625
L,baseline,352000,same_token,6,8,0,4,14029,16384,0.85626220703125
L,baseline,352000,same_token,6,9,0,1,9988,16384,0.609619140625
L,baseline,352000,same_token,6,9,0,2,11946,16384,0.7291259765625
L,baseline,352000,same_token,6,9,0,4,13952,16384,0.8515625
L,baseline,352000,same_token,6,10,0,1,9952,16384,0.607421875
L,baseline,352000,same_token,6,10,0,2,12109,16384,0.73907470703125
L,baseline,352000,same_token,6,10,0,4,14212,16384,0.867431640625
L,baseline,352000,same_token,6,11,0,1,9016,16384,0.55029296875
L,baseline,352000,same_token,6,11,0,2,11366,16384,0.6937255859375
L,baseline,352000,same_token,6,11,0,4,13684,16384,0.835205078125
L,baseline,352000,same_token,6,12,0,1,9784,16384,0.59716796875
L,baseline,352000,same_token,6,12,0,2,11857,16384,0.72369384765625
L,baseline,352000,same_token,6,12,0,4,13915,16384,0.84930419921875
L,baseline,352000,same_token,6,13,0,1,9335,16384,0.56976318359375
L,baseline,352000,same_token,6,13,0,2,11517,16384,0.70294189453125
L,baseline,352000,same_token,6,13,0,4,13665,16384,0.83404541015625
L,baseline,352000,same_token,6,14,0,1,9947,16384,0.60711669921875
L,baseline,352000,same_token,6,14,0,2,11782,16384,0.7191162109375
L,baseline,352000,same_token,6,14,0,4,13743,16384,0.83880615234375
L,baseline,352000,same_token,6,15,0,1,9551,16384,0.58294677734375
L,baseline,352000,same_token,6,15,0,2,11541,16384,0.70440673828125
L,baseline,352000,same_token,6,15,0,4,13668,16384,0.834228515625
L,baseline,352000,same_token,6,16,0,1,8871,16384,0.54144287109375
L,baseline,352000,same_token,6,16,0,2,11048,16384,0.67431640625
L,baseline,352000,same_token,6,16,0,4,13386,16384,0.8170166015625
L,baseline,352000,same_token,6,17,0,1,8715,16384,0.53192138671875
L,baseline,352000,same_token,6,17,0,2,10886,16384,0.6644287109375
L,baseline,352000,same_token,6,17,0,4,13404,16384,0.818115234375
L,baseline,352000,same_token,6,18,0,1,8376,16384,0.51123046875
L,baseline,352000,same_token,6,18,0,2,10560,16384,0.64453125
L,baseline,352000,same_token,6,18,0,4,13153,16384,0.80279541015625
L,baseline,352000,same_token,6,19,0,1,8062,16384,0.4920654296875
L,baseline,352000,same_token,6,19,0,2,10475,16384,0.63934326171875
L,baseline,352000,same_token,6,19,0,4,13138,16384,0.8018798828125
L,baseline,352000,same_token,6,20,0,1,8129,16384,0.49615478515625
L,baseline,352000,same_token,6,20,0,2,10400,16384,0.634765625
L,baseline,352000,same_token,6,20,0,4,12982,16384,0.7923583984375
L,baseline,352000,same_token,6,21,0,1,7459,16384,0.45526123046875
L,baseline,352000,same_token,6,21,0,2,9875,16384,0.60272216796875
L,baseline,352000,same_token,6,21,0,4,12698,16384,0.7750244140625
L,baseline,352000,same_token,6,22,0,1,7170,16384,0.4376220703125
L,baseline,352000,same_token,6,22,0,2,9606,16384,0.5863037109375
L,baseline,352000,same_token,6,22,0,4,12417,16384,0.75787353515625
L,baseline,352000,same_token,6,23,0,1,7638,16384,0.4661865234375
L,baseline,352000,same_token,6,23,0,2,10123,16384,0.61785888671875
L,baseline,352000,same_token,6,23,0,4,12947,16384,0.79022216796875
L,baseline,352000,same_token,6,24,0,1,6506,16384,0.3970947265625
L,baseline,352000,same_token,6,24,0,2,9047,16384,0.55218505859375
L,baseline,352000,same_token,6,24,0,4,12295,16384,0.75042724609375
L,baseline,352000,same_token,6,25,0,1,6486,16384,0.3958740234375
L,baseline,352000,same_token,6,25,0,2,9177,16384,0.56011962890625
L,baseline,352000,same_token,6,25,0,4,12359,16384,0.75433349609375
L,baseline,352000,same_token,6,26,0,1,5723,16384,0.34930419921875
L,baseline,352000,same_token,6,26,0,2,8598,16384,0.5247802734375
L,baseline,352000,same_token,6,26,0,4,12225,16384,0.74615478515625
L,baseline,352000,same_token,6,27,0,1,5787,16384,0.35321044921875
L,baseline,352000,same_token,6,27,0,2,8667,16384,0.52899169921875
L,baseline,352000,same_token,6,27,0,4,12380,16384,0.755615234375
L,baseline,352000,same_token,7,8,0,1,10646,16384,0.6497802734375
L,baseline,352000,same_token,7,8,0,2,12371,16384,0.75506591796875
L,baseline,352000,same_token,7,8,0,4,14198,16384,0.8665771484375
L,baseline,352000,same_token,7,9,0,1,10384,16384,0.6337890625
L,baseline,352000,same_token,7,9,0,2,12236,16384,0.746826171875
L,baseline,352000,same_token,7,9,0,4,14089,16384,0.85992431640625
L,baseline,352000,same_token,7,10,0,1,10273,16384,0.62701416015625
L,baseline,352000,same_token,7,10,0,2,12397,16384,0.75665283203125
L,baseline,352000,same_token,7,10,0,4,14330,16384,0.8746337890625
L,baseline,352000,same_token,7,11,0,1,9484,16384,0.578857421875
L,baseline,352000,same_token,7,11,0,2,11727,16384,0.71575927734375
L,baseline,352000,same_token,7,11,0,4,13880,16384,0.84716796875
L,baseline,352000,same_token,7,12,0,1,10116,16384,0.617431640625
L,baseline,352000,same_token,7,12,0,2,12054,16384,0.7357177734375
L,baseline,352000,same_token,7,12,0,4,14094,16384,0.8602294921875
L,baseline,352000,same_token,7,13,0,1,9603,16384,0.58612060546875
L,baseline,352000,same_token,7,13,0,2,11702,16384,0.7142333984375
L,baseline,352000,same_token,7,13,0,4,13827,16384,0.84393310546875
L,baseline,352000,same_token,7,14,0,1,10208,16384,0.623046875
L,baseline,352000,same_token,7,14,0,2,12016,16384,0.7333984375
L,baseline,352000,same_token,7,14,0,4,13830,16384,0.8441162109375
L,baseline,352000,same_token,7,15,0,1,9541,16384,0.58233642578125
L,baseline,352000,same_token,7,15,0,2,11552,16384,0.705078125
L,baseline,352000,same_token,7,15,0,4,13694,16384,0.8358154296875
L,baseline,352000,same_token,7,16,0,1,9153,16384,0.55865478515625
L,baseline,352000,same_token,7,16,0,2,11259,16384,0.68719482421875
L,baseline,352000,same_token,7,16,0,4,13505,16384,0.82427978515625
L,baseline,352000,same_token,7,17,0,1,8656,16384,0.5283203125
L,baseline,352000,same_token,7,17,0,2,10938,16384,0.6676025390625
L,baseline,352000,same_token,7,17,0,4,13328,16384,0.8134765625
L,baseline,352000,same_token,7,18,0,1,8607,16384,0.52532958984375
L,baseline,352000,same_token,7,18,0,2,10688,16384,0.65234375
L,baseline,352000,same_token,7,18,0,4,13266,16384,0.8096923828125
L,baseline,352000,same_token,7,19,0,1,8425,16384,0.51422119140625
L,baseline,352000,same_token,7,19,0,2,10738,16384,0.6553955078125
L,baseline,352000,same_token,7,19,0,4,13299,16384,0.81170654296875
L,baseline,352000,same_token,7,20,0,1,8015,16384,0.48919677734375
L,baseline,352000,same_token,7,20,0,2,10363,16384,0.63250732421875
L,baseline,352000,same_token,7,20,0,4,12851,16384,0.78436279296875
L,baseline,352000,same_token,7,21,0,1,7311,16384,0.44622802734375
L,baseline,352000,same_token,7,21,0,2,9688,16384,0.59130859375
L,baseline,352000,same_token,7,21,0,4,12600,16384,0.76904296875
L,baseline,352000,same_token,7,22,0,1,7183,16384,0.43841552734375
L,baseline,352000,same_token,7,22,0,2,9666,16384,0.5899658203125
L,baseline,352000,same_token,7,22,0,4,12498,16384,0.7628173828125
L,baseline,352000,same_token,7,23,0,1,7545,16384,0.46051025390625
L,baseline,352000,same_token,7,23,0,2,10033,16384,0.61236572265625
L,baseline,352000,same_token,7,23,0,4,12891,16384,0.78680419921875
L,baseline,352000,same_token,7,24,0,1,6442,16384,0.3931884765625
L,baseline,352000,same_token,7,24,0,2,9018,16384,0.5504150390625
L,baseline,352000,same_token,7,24,0,4,12317,16384,0.75177001953125
L,baseline,352000,same_token,7,25,0,1,6275,16384,0.38299560546875
L,baseline,352000,same_token,7,25,0,2,9007,16384,0.54974365234375
L,baseline,352000,same_token,7,25,0,4,12311,16384,0.75140380859375
L,baseline,352000,same_token,7,26,0,1,5604,16384,0.342041015625
L,baseline,352000,same_token,7,26,0,2,8518,16384,0.5198974609375
L,baseline,352000,same_token,7,26,0,4,12076,16384,0.737060546875
L,baseline,352000,same_token,7,27,0,1,5706,16384,0.3482666015625
L,baseline,352000,same_token,7,27,0,2,8552,16384,0.52197265625
L,baseline,352000,same_token,7,27,0,4,12316,16384,0.751708984375
L,baseline,352000,same_token,8,9,0,1,10924,16384,0.666748046875
L,baseline,352000,same_token,8,9,0,2,12626,16384,0.7706298828125
L,baseline,352000,same_token,8,9,0,4,14353,16384,0.87603759765625
L,baseline,352000,same_token,8,10,0,1,10939,16384,0.66766357421875
L,baseline,352000,same_token,8,10,0,2,12854,16384,0.7845458984375
L,baseline,352000,same_token,8,10,0,4,14568,16384,0.88916015625
L,baseline,352000,same_token,8,11,0,1,9977,16384,0.60894775390625
L,baseline,352000,same_token,8,11,0,2,12076,16384,0.737060546875
L,baseline,352000,same_token,8,11,0,4,14090,16384,0.8599853515625
L,baseline,352000,same_token,8,12,0,1,10553,16384,0.64410400390625
L,baseline,352000,same_token,8,12,0,2,12341,16384,0.75323486328125
L,baseline,352000,same_token,8,12,0,4,14230,16384,0.8685302734375
L,baseline,352000,same_token,8,13,0,1,9946,16384,0.6070556640625
L,baseline,352000,same_token,8,13,0,2,11935,16384,0.72845458984375
L,baseline,352000,same_token,8,13,0,4,13974,16384,0.8529052734375
L,baseline,352000,same_token,8,14,0,1,10470,16384,0.6390380859375
L,baseline,352000,same_token,8,14,0,2,12189,16384,0.74395751953125
L,baseline,352000,same_token,8,14,0,4,14010,16384,0.8551025390625
L,baseline,352000,same_token,8,15,0,1,9752,16384,0.59521484375
L,baseline,352000,same_token,8,15,0,2,11755,16384,0.71746826171875
L,baseline,352000,same_token,8,15,0,4,13750,16384,0.8392333984375
L,baseline,352000,same_token,8,16,0,1,9435,16384,0.57586669921875
L,baseline,352000,same_token,8,16,0,2,11459,16384,0.69940185546875
L,baseline,352000,same_token,8,16,0,4,13650,16384,0.8331298828125
L,baseline,352000,same_token,8,17,0,1,8990,16384,0.5487060546875
L,baseline,352000,same_token,8,17,0,2,11100,16384,0.677490234375
L,baseline,352000,same_token,8,17,0,4,13380,16384,0.816650390625
L,baseline,352000,same_token,8,18,0,1,8738,16384,0.5333251953125
L,baseline,352000,same_token,8,18,0,2,10878,16384,0.6639404296875
L,baseline,352000,same_token,8,18,0,4,13384,16384,0.81689453125
L,baseline,352000,same_token,8,19,0,1,8560,16384,0.5224609375
L,baseline,352000,same_token,8,19,0,2,10803,16384,0.65936279296875
L,baseline,352000,same_token,8,19,0,4,13353,16384,0.81500244140625
L,baseline,352000,same_token,8,20,0,1,8241,16384,0.50299072265625
L,baseline,352000,same_token,8,20,0,2,10609,16384,0.64752197265625
L,baseline,352000,same_token,8,20,0,4,13082,16384,0.7984619140625
L,baseline,352000,same_token,8,21,0,1,7560,16384,0.46142578125
L,baseline,352000,same_token,8,21,0,2,10027,16384,0.61199951171875
L,baseline,352000,same_token,8,21,0,4,12835,16384,0.78338623046875
L,baseline,352000,same_token,8,22,0,1,7384,16384,0.45068359375
L,baseline,352000,same_token,8,22,0,2,9789,16384,0.59747314453125
L,baseline,352000,same_token,8,22,0,4,12569,16384,0.76715087890625
L,baseline,352000,same_token,8,23,0,1,7823,16384,0.47747802734375
L,baseline,352000,same_token,8,23,0,2,10275,16384,0.62713623046875
L,baseline,352000,same_token,8,23,0,4,13035,16384,0.79559326171875
L,baseline,352000,same_token,8,24,0,1,6751,16384,0.41204833984375
L,baseline,352000,same_token,8,24,0,2,9279,16384,0.56634521484375
L,baseline,352000,same_token,8,24,0,4,12455,16384,0.76019287109375
L,baseline,352000,same_token,8,25,0,1,6548,16384,0.399658203125
L,baseline,352000,same_token,8,25,0,2,9223,16384,0.56292724609375
L,baseline,352000,same_token,8,25,0,4,12490,16384,0.7623291015625
L,baseline,352000,same_token,8,26,0,1,5856,16384,0.357421875
L,baseline,352000,same_token,8,26,0,2,8692,16384,0.530517578125
L,baseline,352000,same_token,8,26,0,4,12259,16384,0.74822998046875
L,baseline,352000,same_token,8,27,0,1,6010,16384,0.3668212890625
L,baseline,352000,same_token,8,27,0,2,8824,16384,0.53857421875
L,baseline,352000,same_token,8,27,0,4,12468,16384,0.760986328125
L,baseline,352000,same_token,9,10,0,1,11452,16384,0.698974609375
L,baseline,352000,same_token,9,10,0,2,13254,16384,0.8089599609375
L,baseline,352000,same_token,9,10,0,4,14812,16384,0.904052734375
L,baseline,352000,same_token,9,11,0,1,10404,16384,0.635009765625
L,baseline,352000,same_token,9,11,0,2,12402,16384,0.7569580078125
L,baseline,352000,same_token,9,11,0,4,14195,16384,0.86639404296875
L,baseline,352000,same_token,9,12,0,1,10962,16384,0.6690673828125
L,baseline,352000,same_token,9,12,0,2,12677,16384,0.77374267578125
L,baseline,352000,same_token,9,12,0,4,14474,16384,0.8834228515625
L,baseline,352000,same_token,9,13,0,1,10350,16384,0.6317138671875
L,baseline,352000,same_token,9,13,0,2,12190,16384,0.7440185546875
L,baseline,352000,same_token,9,13,0,4,14147,16384,0.86346435546875
L,baseline,352000,same_token,9,14,0,1,10658,16384,0.6505126953125
L,baseline,352000,same_token,9,14,0,2,12370,16384,0.7550048828125
L,baseline,352000,same_token,9,14,0,4,14125,16384,0.86212158203125
L,baseline,352000,same_token,9,15,0,1,10007,16384,0.61077880859375
L,baseline,352000,same_token,9,15,0,2,11988,16384,0.731689453125
L,baseline,352000,same_token,9,15,0,4,13902,16384,0.8485107421875
L,baseline,352000,same_token,9,16,0,1,9737,16384,0.59429931640625
L,baseline,352000,same_token,9,16,0,2,11663,16384,0.71185302734375
L,baseline,352000,same_token,9,16,0,4,13747,16384,0.83905029296875
L,baseline,352000,same_token,9,17,0,1,9253,16384,0.56475830078125
L,baseline,352000,same_token,9,17,0,2,11343,16384,0.69232177734375
L,baseline,352000,same_token,9,17,0,4,13577,16384,0.82867431640625
L,baseline,352000,same_token,9,18,0,1,8955,16384,0.54656982421875
L,baseline,352000,same_token,9,18,0,2,11069,16384,0.67559814453125
L,baseline,352000,same_token,9,18,0,4,13532,16384,0.825927734375
L,baseline,352000,same_token,9,19,0,1,8823,16384,0.53851318359375
L,baseline,352000,same_token,9,19,0,2,11041,16384,0.67388916015625
L,baseline,352000,same_token,9,19,0,4,13475,16384,0.82244873046875
L,baseline,352000,same_token,9,20,0,1,8460,16384,0.516357421875
L,baseline,352000,same_token,9,20,0,2,10763,16384,0.65692138671875
L,baseline,352000,same_token,9,20,0,4,13225,16384,0.80718994140625
L,baseline,352000,same_token,9,21,0,1,7733,16384,0.47198486328125
L,baseline,352000,same_token,9,21,0,2,10136,16384,0.61865234375
L,baseline,352000,same_token,9,21,0,4,12871,16384,0.78558349609375
L,baseline,352000,same_token,9,22,0,1,7596,16384,0.463623046875
L,baseline,352000,same_token,9,22,0,2,9893,16384,0.60382080078125
L,baseline,352000,same_token,9,22,0,4,12695,16384,0.77484130859375
L,baseline,352000,same_token,9,23,0,1,7985,16384,0.48736572265625
L,baseline,352000,same_token,9,23,0,2,10422,16384,0.6361083984375
L,baseline,352000,same_token,9,23,0,4,13125,16384,0.80108642578125
L,baseline,352000,same_token,9,24,0,1,6763,16384,0.41278076171875
L,baseline,352000,same_token,9,24,0,2,9342,16384,0.5701904296875
L,baseline,352000,same_token,9,24,0,4,12576,16384,0.767578125
L,baseline,352000,same_token,9,25,0,1,6658,16384,0.4063720703125
L,baseline,352000,same_token,9,25,0,2,9385,16384,0.57281494140625
L,baseline,352000,same_token,9,25,0,4,12627,16384,0.77069091796875
L,baseline,352000,same_token,9,26,0,1,6011,16384,0.36688232421875
L,baseline,352000,same_token,9,26,0,2,8787,16384,0.53631591796875
L,baseline,352000,same_token,9,26,0,4,12481,16384,0.76177978515625
L,baseline,352000,same_token,9,27,0,1,6104,16384,0.37255859375
L,baseline,352000,same_token,9,27,0,2,8865,16384,0.54107666015625
L,baseline,352000,same_token,9,27,0,4,12523,16384,0.76434326171875
L,baseline,352000,same_token,10,11,0,1,11196,16384,0.683349609375
L,baseline,352000,same_token,10,11,0,2,12890,16384,0.7867431640625
