layer,a_band,h_band,energy_fraction,a_band_adjacent_cosine,a_band_sequence_gap,a_band_sequence_accuracy
3,5_10,1_2,0.007084740922848634,0.3133494555950165,0.3025035513564944,0.20703125
3,5_10,2_5,0.024546241693082033,0.3133494555950165,0.3025035513564944,0.20703125
3,5_10,5_10,0.05308942152461827,0.3133494555950165,0.3025035513564944,0.20703125
3,5_10,10_20,0.14469372923487236,0.3133494555950165,0.3025035513564944,0.20703125
3,5_10,20_50,0.4132842444201771,0.3133494555950165,0.3025035513564944,0.20703125
3,5_10,50_100,0.35065707719380934,0.3133494555950165,0.3025035513564944,0.20703125
3,10_20,0_1,0.005480155105067266,0.24585425853729248,0.23548053670674562,0.1484375
3,10_20,1_2,0.005936728836312178,0.24585425853729248,0.23548053670674562,0.1484375
3,10_20,2_5,0.019351470117861435,0.24585425853729248,0.23548053670674562,0.1484375
3,10_20,5_10,0.04029380306672353,0.24585425853729248,0.23548053670674562,0.1484375
3,10_20,10_20,0.10640845384406622,0.24585425853729248,0.23548053670674562,0.1484375
3,10_20,20_50,0.37018474004574886,0.24585425853729248,0.23548053670674562,0.1484375
3,10_20,50_100,0.4523447834683829,0.24585425853729248,0.23548053670674562,0.1484375
3,20_50,0_1,0.005445398410978606,0.12638624012470245,0.11886753467842937,0.064453125
3,20_50,1_2,0.005888465477975367,0.12638624012470245,0.11886753467842937,0.064453125
3,20_50,2_5,0.019088239386980697,0.12638624012470245,0.11886753467842937,0.064453125
3,20_50,5_10,0.03472213858670006,0.12638624012470245,0.11886753467842937,0.064453125
3,20_50,10_20,0.0869376472182874,0.12638624012470245,0.11886753467842937,0.064453125
3,20_50,20_50,0.3126330671570494,0.12638624012470245,0.11886753467842937,0.064453125
3,20_50,50_100,0.5352851455502605,0.12638624012470245,0.11886753467842937,0.064453125
3,50_100,0_1,0.0077106692419114855,-0.07572324573993683,-0.0831095832400024,0.0234375
3,50_100,1_2,0.00814312011724521,-0.07572324573993683,-0.0831095832400024,0.0234375
3,50_100,2_5,0.024775357576223175,-0.07572324573993683,-0.0831095832400024,0.0234375
3,50_100,5_10,0.042485954180078035,-0.07572324573993683,-0.0831095832400024,0.0234375
3,50_100,10_20,0.08827588935245922,-0.07572324573993683,-0.0831095832400024,0.0234375
3,50_100,20_50,0.28113662717782845,-0.07572324573993683,-0.0831095832400024,0.0234375
3,50_100,50_100,0.5474724254446269,-0.07572324573993683,-0.0831095832400024,0.0234375
4,0_1,0_1,0.14158332030707377,0.5267563462257385,0.4541841968894005,0.587890625
4,0_1,1_2,0.048328210324051206,0.5267563462257385,0.4541841968894005,0.587890625
4,0_1,2_5,0.08448656487150306,0.5267563462257385,0.4541841968894005,0.587890625
4,0_1,5_10,0.08339815498621397,0.5267563462257385,0.4541841968894005,0.587890625
4,0_1,10_20,0.11271676653959685,0.5267563462257385,0.4541841968894005,0.587890625
4,0_1,20_50,0.23175902332334572,0.5267563462257385,0.4541841968894005,0.587890625
4,0_1,50_100,0.29772792391995373,0.5267563462257385,0.4541841968894005,0.587890625
4,1_2,0_1,0.03183825954358773,0.3405517637729645,0.32329887710511684,0.3515625
4,1_2,1_2,0.019116401956831307,0.3405517637729645,0.32329887710511684,0.3515625
4,1_2,2_5,0.04495382673139128,0.3405517637729645,0.32329887710511684,0.3515625
4,1_2,5_10,0.05885748453128313,0.3405517637729645,0.32329887710511684,0.3515625
4,1_2,10_20,0.14398366918320937,0.3405517637729645,0.32329887710511684,0.3515625
4,1_2,20_50,0.3071621102396183,0.3405517637729645,0.32329887710511684,0.3515625
4,1_2,50_100,0.39408822883429107,0.3405517637729645,0.32329887710511684,0.3515625
4,2_5,0_1,0.014967916857726292,0.30294644832611084,0.2962366077117622,0.47265625
4,2_5,1_2,0.009914326120138293,0.30294644832611084,0.2962366077117622,0.47265625
4,2_5,2_5,0.03224776013991118,0.30294644832611084,0.2962366077117622,0.47265625
4,2_5,5_10,0.058028024678821497,0.30294644832611084,0.2962366077117622,0.47265625
4,2_5,10_20,0.12960543278376915,0.30294644832611084,0.2962366077117622,0.47265625
4,2_5,20_50,0.32521441649993577,0.30294644832611084,0.2962366077117622,0.47265625
4,2_5,50_100,0.43002207829504474,0.30294644832611084,0.2962366077117622,0.47265625
