dim,seed,lr,variant,trainable_parameters,first_stable_tail_step,success,final_tail_loss,final_a_bayes_gap,final_cake_loss,final_the_retention_gap,base_max_abs_drift,final_embedding_common_energy_fraction,final_embedding_residual_energy_fraction,final_map_common_energy_fraction,final_map_residual_energy_fraction
8,1,0.3,common_oracle,14,60,1,0.5493687987327576,0.00011026859283447266,1.5059977158671245e-05,7.212162017822266e-06,0.0,1.0000007152557373,3.630125375102787e-14,1.0000004768371582,1.0833007600230364e-14
8,1,1.0,common_oracle,14,55,1,0.5493062138557434,1.1920928955078125e-07,0.0,7.212162017822266e-06,0.0,1.0000004768371582,4.44848286896074e-14,1.000000238418579,1.4400544355607815e-14
8,1,0.003,residual_oracle,14,,0,6.234722137451172,11.290422439575195,0.08041007071733475,7.212162017822266e-06,0.0,8.521369136845706e-15,1.0,4.487626633145614e-14,1.0000001192092896
8,1,0.01,residual_oracle,14,640,1,0.5558934807777405,0.01198279857635498,0.0011918948730453849,7.212162017822266e-06,0.0,9.16686753495979e-15,1.0,2.0791064047264926e-14,1.0
8,1,0.03,residual_oracle,14,205,1,0.5500640869140625,0.0012302398681640625,0.0002856323553714901,7.212162017822266e-06,0.0,1.9500079109498018e-14,0.9999998211860657,5.7361575172664835e-15,1.0000001192092896
8,1,0.1,residual_oracle,14,80,1,0.5494102239608765,0.00017201900482177734,3.611926513258368e-05,7.212162017822266e-06,0.0,1.6699835619720348e-14,1.0,5.28512898999604e-15,1.0
8,1,0.3,residual_oracle,14,50,1,0.5502157807350159,0.0018187761306762695,4.37100425187964e-07,7.212162017822266e-06,0.0,1.5249071468981072e-14,0.9999998807907104,5.944754627120906e-16,1.0
8,1,1.0,residual_oracle,14,65,1,0.5493383407592773,6.437301635742188e-05,0.0,7.212162017822266e-06,0.0,2.4494471663645545e-14,1.0,1.2322298197542554e-14,1.0
8,2,0.003,common_oracle,14,,0,0.9561548233032227,0.7828181982040405,0.03087897039949894,3.2186508178710938e-06,0.0,0.9999997615814209,6.303666627311549e-15,0.9999997615814209,8.614111197757053e-16
8,2,0.01,common_oracle,14,885,1,0.5619911551475525,0.02015864849090576,0.005211375653743744,3.2186508178710938e-06,0.0,0.9999997019767761,7.727157164182184e-15,0.9999998211860657,1.2782963842170383e-15
8,2,0.03,common_oracle,14,285,1,0.5503286719322205,0.001721501350402832,0.000323349580867216,3.2186508178710938e-06,0.0,0.9999996423721313,6.834626265682592e-15,0.9999997019767761,2.5256680190462958e-15
8,2,0.1,common_oracle,14,85,1,0.5494782328605652,0.0003027915954589844,4.144401827943511e-05,3.2186508178710938e-06,0.0,0.9999998211860657,8.283547696245116e-15,0.9999997615814209,1.1108072656005252e-15
8,2,0.3,common_oracle,14,65,1,0.5493219494819641,2.47955322265625e-05,6.874333394080168e-06,3.2186508178710938e-06,0.0,0.9999996423721313,1.6908924855717124e-15,0.9999997615814209,7.132484131035146e-15
8,2,1.0,common_oracle,14,60,1,0.5493833422660828,0.00012922286987304688,2.50727516686311e-05,3.2186508178710938e-06,0.0,0.9999998807907104,2.4840153856233024e-15,1.0,2.800554350869313e-15
