model,step,layer,coarse_band,coarse_V,sum_constituent_fine_V,within_group_response_cross_term,cross_term_over_coarse_V,coarse_input_energy,sum_constituent_fine_energy,energy_reconstruction_relative_error
lb,10000,11,T,0.0158465523272752,0.015571484571409834,0.00027506775586536546,0.017358208283067153,3.738312244415283,3.738312253728509,2.4912915608020553e-09
lb,10000,12,H,36.42781448364258,36.42781448364258,0.0,0.0,182.0564117431641,182.0564117431641,0.0
lb,10000,12,M,1.0202553272247314,1.0653085419908166,-0.04505321476608515,-0.0441587645404779,63.40730285644531,63.40730404853821,1.880056147801652e-08
lb,10000,12,T,0.0120778121054172,0.01201856184070461,5.925026471258893e-05,0.0049057117460879944,3.592198133468628,3.5921979043632746,6.377859595795276e-08
lb,20000,1,H,1.2189855575561523,1.2189855575561523,0.0,0.0,11.820457458496094,11.820457458496094,0.0
lb,20000,1,M,0.1351001262664795,0.1346791880205272,0.0004209382459522959,0.0031157502038303975,8.502693176269531,8.502693355083466,2.103027012961376e-08
lb,20000,1,T,0.0044064405374228,0.004408036448239561,-1.5959108167606234e-06,-0.00036217686434366947,0.695929765701294,0.6959298256551846,8.614934090286125e-08
lb,20000,2,H,2.530701875686645,2.530701875686645,0.0,0.0,4.577835559844971,4.577835559844971,0.0
lb,20000,2,M,0.0366016440093517,0.0355529203079639,0.0010487237013878034,0.028652366028144936,0.8517286777496338,0.8517285957932472,9.622358470152774e-08
lb,20000,2,T,0.0009714103071019,0.0009583357427798339,1.3074564322066145e-05,0.013459363387931023,0.108692854642868,0.10869286122033339,6.051423907670696e-08
lb,20000,3,H,7.342638492584228,7.342638492584228,0.0,0.0,11.31947898864746,11.31947898864746,0.0
lb,20000,3,M,0.1102871745824813,0.1060233493335543,0.004263825248927003,0.03866111599167121,2.8264753818511963,2.826475441455841,2.108797591449484e-08
lb,20000,3,T,0.0013055258896201,0.0012726425916296938,3.288329799040605e-05,0.025187779309359302,0.1975437253713607,0.19754370881128094,8.382994560214421e-08
lb,20000,4,H,8.32540225982666,8.32540225982666,0.0,0.0,9.218382835388184,9.218382835388184,0.0
lb,20000,4,M,0.1854619085788726,0.17770600458607072,0.007755903992801877,0.041819390581238805,2.7343761920928955,2.734375908970833,1.0354173778349183e-07
lb,20000,4,T,0.0031694401986896,0.0030947702589398966,7.466993974970327e-05,0.023559346467737562,0.3176095485687256,0.3176095339586024,4.600026426370075e-08
lb,20000,5,H,10.337233543395996,10.337233543395996,0.0,0.0,16.16573143005371,16.16573143005371,0.0
lb,20000,5,M,0.3316802680492401,0.3264659885317086,0.005214279517531506,0.015720801084125425,6.137211322784424,6.137211263179779,9.712007887704326e-09
lb,20000,5,T,0.0032285591587424,0.0031439328895428217,8.46262691995784e-05,0.02621177591571292,0.4364688992500305,0.43646889930823785,1.3335962298018408e-10
lb,20000,6,H,10.503908157348633,10.503908157348633,0.0,0.0,19.875207901000977,19.875207901000977,0.0
lb,20000,6,M,0.3568951785564422,0.3600660590454934,-0.0031708804890511755,-0.008884626858442437,7.826635837554932,7.826636075973511,3.046245974005164e-08
lb,20000,6,T,0.0058583943173289,0.00600468418997457,-0.00014628987264566923,-0.024970984321241323,0.680946409702301,0.6809463760582728,4.940774743894663e-08
lb,20000,7,H,10.707799911499023,10.707799911499023,0.0,0.0,43.4210319519043,43.4210319519043,0.0
lb,20000,7,M,0.8165555596351624,0.8044649166986344,0.012090642936527951,0.014806883369859192,12.681662559509276,12.68166196346283,4.7000654936257334e-08
lb,20000,7,T,0.0081645641475915,0.008042952607865786,0.00012161153972571441,0.014895043694596865,0.9667949676513672,0.9667949677677822,1.204133168409369e-10
lb,20000,8,H,10.873522758483888,10.873522758483888,0.0,0.0,54.68581008911133,54.68581008911133,0.0
